ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
654,variation,07503050663667,"GIRASOL SALADO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:652,,,,,,2,GRAMOS,"1 kg",,0
655,variable,,"GOMA ACIDITA (FRUTITAS)",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/224.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-ACIDITA-FRUTITAS.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
656,variation,07503050663261,"GOMA ACIDITA (FRUTITAS) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:655,,,,,,1,GRAMOS,"200 gr",,0
657,variation,07503050668105,"GOMA ACIDITA (FRUTITAS) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:655,,,,,,2,GRAMOS,"1 kg",,0
658,variable,,"GOMA DE CHILE CON CHAMOY",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/209.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-DE-CHILE-CON-CHAMOY.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
659,variation,07503050663278,"GOMA DE CHILE CON CHAMOY - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:658,,,,,,1,GRAMOS,"200 gr",,0
660,variation,07503050668112,"GOMA DE CHILE CON CHAMOY - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:658,,,,,,2,GRAMOS,"1 kg",,0
661,variable,,"GOMA DE DULCE",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/219.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-DE-DULCE.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
662,variation,07503050663285,"GOMA DE DULCE",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:661,,,,,,1,GRAMOS,,,0
663,variation,07503050668129,"GOMA DE DULCE - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:661,,,,,,2,GRAMOS,"1 kg",,0
664,variable,,"GOMA MORITAS",1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/205.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-MORITAS.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
665,variation,07503050663292,"GOMA MORITAS - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:664,,,,,,1,GRAMOS,"200 gr",,0
666,variation,07503050668136,"GOMA MORITAS - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,130,,,,,,,id:664,,,,,,2,GRAMOS,"1 kg",,0
670,variable,,"GOMA MANGOMITA",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/268.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-MANGOMITA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
671,variation,07503050663308,"GOMA MANGOMITA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:670,,,,,,1,GRAMOS,"200 gr",,0
672,variation,07503050668143,"GOMA MANGOMITA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:670,,,,,,2,GRAMOS,"1 kg",,0
673,variable,,"GOMA JELLY BEANS",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/254.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-JELLY-BEANS.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
674,variation,07503050663322,"GOMA JELLY BEANS - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:673,,,,,,1,GRAMOS,"200 gr",,0
675,variation,07503050668167,"GOMA JELLY BEANS - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:673,,,,,,2,GRAMOS,"1 kg",,0
676,variable,,"GOMA ROMPOPE",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/214.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/GOMA-ROMPOPE.png",,,,,,,,,0,GRAMOS,"250 gr, 1 kg",1,0
677,variation,07503050663339,"GOMA ROMPOPE - 250 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33,,,,,,,id:676,,,,,,1,GRAMOS,"250 gr",,0
678,variation,07503050668174,"GOMA ROMPOPE - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,122,,,,,,,id:676,,,,,,2,GRAMOS,"1 kg",,0
679,variable,,"HABAS ENCHILADAS",1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,,,Semillas,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/234.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/HABAS-ENCHILADAS.png",,,,,,,,,0,GRAMOS,"200 gr, 900 kg",1,0
680,variation,07503018231839,"HABAS ENCHILADAS - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:679,,,,,,1,GRAMOS,"200 gr",,0
681,variation,07503050663674,"HABAS ENCHILADAS - 900 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:679,,,,,,2,GRAMOS,"900 kg",,0
682,variable,,"MAIZ POZOLERO ENCHILADO",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,0,,,,Mixes,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-62.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/MAIZ-POZOLERO-ENCHILADO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
683,variation,07503050663056,"MAIZ POZOLERO ENCHILADO - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,,,,id:682,,,,,,1,GRAMOS,"200 gr",,0
684,variation,07503050663896,"MAIZ POZOLERO ENCHILADO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:682,,,,,,2,GRAMOS,"1 kg",,0
688,variable,,"MAIZ POZOLERO CON QUESO CHEDAR",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,Mixes,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-59.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/MAIZ-POZOLERO-CON-QUESO-CHEDAR.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
689,variation,07503050663063,"MAIZ POZOLERO CON QUESO CHEDAR - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,,,,id:688,,,,,,1,GRAMOS,"200 gr",,0
690,variation,07503050663902,"MAIZ POZOLERO CON QUESO CHEDAR - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:688,,,,,,2,GRAMOS,"1 kg",,0
691,variable,,"MAIZ POZOLERO SALADITO",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Mixes,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-56.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/MAIZ-POZOLERO-SALADITO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
692,variation,07503050663070,"MAIZ POZOLERO SALADITO - 200 gr",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,35,,,,,,,id:691,,,,,,1,GRAMOS,"200 gr",,0
693,variation,07503050663919,"MAIZ POZOLERO SALADITO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:691,,,,,,2,GRAMOS,"1 kg",,0
694,variable,,"MANGO ENCHILADO",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/200.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/MANGO-ENCHILADO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
695,variation,07503050663155,"MANGO ENCHILADO - 200 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,45,,,,,,,id:694,,,,,,1,GRAMOS,"200 gr",,0
696,variation,07503050663995,"MANGO ENCHILADO - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,180,,,,,,,id:694,,,,,,2,GRAMOS,"1 kg",,0
700,variable,,"NUEZ GARAPIÑADA",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-41.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-GARAPINADA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
701,variation,07503018231686,"NUEZ GARAPIÑADA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:700,,,,,,1,GRAMOS,"200 gr",,0
702,variation,07503050663520,"NUEZ GARAPIÑADA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200,,,,,,,id:700,,,,,,2,GRAMOS,"1 kg",,0
703,variable,,"NUEZ CON CHOCOLATE",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-44.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-CON-CHOCOLATE.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
704,variation,07503018231693,"NUEZ CON CHOCOLATE - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:703,,,,,,1,GRAMOS,"200 gr",,0
705,variation,07503050663537,"NUEZ CON CHOCOLATE - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200,,,,,,,id:703,,,,,,2,GRAMOS,"1 kg",,0
706,variable,,"NUEZ DE LA INDIA HORNEADA SIN SAL",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-32.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-DE-LA-INDIA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
707,variation,07503018231709,"NUEZ DE LA INDIA HORNEADA SIN SAL - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,70,,,,,,,id:706,,,,,,1,GRAMOS,"200 gr",,0
708,variation,07503050663544,"NUEZ DE LA INDIA HORNEADA SIN SAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,330,,,,,,,id:706,,,,,,2,GRAMOS,"1 kg",,0
709,variable,,"NUEZ EN MITADES",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-52.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-EN-MITADES.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
710,variation,07503018231716,"NUEZ EN MITADES - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,70,,,,,,,id:709,,,,,,1,GRAMOS,"200 gr",,0
711,variation,07503050663551,"NUEZ EN MITADES - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,330,,,,,,,id:709,,,,,,2,GRAMOS,"1 kg",,0
712,variable,,"NUEZ EN PEDAZO",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-47.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-EN-PEDAZO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
713,variation,07503018231723,"NUEZ EN PEDAZO - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,60,,,,,,,id:712,,,,,,1,GRAMOS,"200 gr",,0
714,variation,07503050663568,"NUEZ EN PEDAZO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,285,,,,,,,id:712,,,,,,2,GRAMOS,"1 kg",,0
715,variable,,"NUEZ MIXTA (MEZCLA DE NUECES)",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-50.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/NUEZ-MIXTA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
716,variation,07503018231730,"NUEZ MIXTA (MEZCLA DE NUECES) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:715,,,,,,1,GRAMOS,"200 gr",,0
717,variation,07503050663575,"NUEZ MIXTA (MEZCLA DE NUECES) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200,,,,,,,id:715,,,,,,2,GRAMOS,"1 kg",,0
718,variable,,"OREJON DE MANZANA DESHIDRATADA",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/282.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/OREJON-DE-MANZANA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
719,variation,07503050663131,"OREJON DE MANZANA DESHIDRATADA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,,,,id:718,,,,,,1,GRAMOS,"200 gr",,0
720,variation,07503050663971,"OREJON DE MANZANA DESHIDRATADA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:718,,,,,,2,GRAMOS,"1 kg",,0
721,variable,,"PASA RUBIA (DESHIDRATADA)",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-38.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PASA-RUBIA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
722,variation,07503050663162,"PASA RUBIA (DESHIDRATADA) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:721,,,,,,1,GRAMOS,"200 gr",,0
723,variation,07503050668006,"PASA RUBIA (DESHIDRATADA) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:721,,,,,,2,GRAMOS,"1 kg",,0
724,variable,,"PASA NEGRA (JUMBO)",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,"Frutos secos",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/343.png,,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
725,variation,07503050663209,"PASA NEGRA (JUMBO) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:724,,,,,,1,GRAMOS,"200 gr",,0
726,variation,07503050668044,"PASA NEGRA (JUMBO) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:724,,,,,,2,GRAMOS,"1 kg",,0
727,variable,,"PEPITA CRIOLLA CON CASCARA",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Semillas,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-74.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PEPITA-CRIOLLA-CON-CASCARA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
728,variation,07503018231846,"PEPITA CRIOLLA CON CASCARA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45,,,,,,,id:727,,,,,,1,GRAMOS,,,0
729,variation,07503050663681,"PEPITA CRIOLLA CON CASCARA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200,,,,,,,id:727,,,,,,2,GRAMOS,"1 kg",,0
730,variable,,"PEPITA VERDE HORNEADA",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Semillas,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-71.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/PEPITA-VERDE-FRITA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
731,variation,07503018231853,"PEPITA VERDE HORNEADA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:730,,,,,,1,GRAMOS,"200 gr",,0
732,variation,07503050663698,"PEPITA VERDE HORNEADA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,230,,,,,,,id:730,,,,,,2,GRAMOS,"1 kg",,0
733,variable,,"PIÑA ENCHILADA",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/264.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PINA-ENCHILADA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
734,variation,07503050663179,"PIÑA ENCHILADA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,55,,,,,,,id:733,,,,,,1,GRAMOS,"200 gr",,0
735,variation,07503050668013,"PIÑA ENCHILADA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,270,,,,,,,id:733,,,,,,2,GRAMOS,"1 kg",,0
736,variable,,"PISTACHE NATURAL",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-35.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PISTACHE-NATURAL.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
737,variation,07503018231747,"PISTACHE NATURAL - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,70,,,,,,,id:736,,,,,,1,GRAMOS,"200 gr",,0
738,variation,07503050663582,"PISTACHE NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,330,,,,,,,id:736,,,,,,2,GRAMOS,"1 kg",,0
739,variable,,"PISTACHE ENCHILADO O CON AJO",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,Nueces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/312.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PISTACHE-ENCHILADO-O-CON-AJO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
740,variation,07503018231754,"PISTACHE ENCHILADO O CON AJO - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,,,,id:739,,,,,,1,GRAMOS,"200 gr",,0
741,variation,07503050663599,"PISTACHE ENCHILADO O CON AJO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,350,,,,,,,id:739,,,,,,2,GRAMOS,"1 kg",,0
742,variable,,"PLATANO ENCHILADO (HORNEADO)",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-68.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PLATANO-ENCHILADO-HORNEADO.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
743,variation,07503050663186,"PLATANO ENCHILADO (HORNEADO) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:742,,,,,,1,GRAMOS,"200 gr",,0
744,variation,07503050668020,"PLATANO ENCHILADO (HORNEADO) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:742,,,,,,2,GRAMOS,"1 kg",,0
745,variable,,"PLATANO NATURAL (HORNEADO)",1,0,visible,,,,,taxable,,1,100,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-65.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/PLATANO-NATURAL.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
746,variation,07503050663193,"PLATANO NATURAL (HORNEADO) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:745,,,,,,1,GRAMOS,"200 gr",,0
747,variation,07503050668037,"PLATANO NATURAL (HORNEADO) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:745,,,,,,2,GRAMOS,"1 kg",,0
748,variable,,"SOYA NATURAL C/ MEZCLA DE SEMILLAS",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,Semillas,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-15-1.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/SOYA-NATURAL.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
749,variation,07503018231860,"SOYA NATURAL C/ MEZCLA DE SEMILLAS - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:748,,,,,,1,GRAMOS,"200 gr",,0
750,variation,07503050663704,"SOYA NATURAL C/ MEZCLA DE SEMILLAS - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:748,,,,,,2,GRAMOS,"1 kg",,0
751,variable,,"TAMACHU (BOLITAS DE TAMARINDO)",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/307.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/TAMACHU-.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
752,variation,07503050663346,"TAMACHU (BOLITAS DE TAMARINDO) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:751,,,,,,1,GRAMOS,"200 gr",,0
753,variation,07503050668181,"TAMACHU (BOLITAS DE TAMARINDO) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:751,,,,,,2,GRAMOS,"1 kg",,0
757,variable,,"BETABEL NATURAL",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-13-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
758,variation,07503018231648,"BETABEL NATURAL - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:757,,,,,,1,GRAMOS,"60 gr",,0
759,variation,07503050663483,"BETABEL NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:757,,,,,,2,GRAMOS,"1 kg",,0
760,variable,,"BETABEL ENCHILADO",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-14-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
761,variation,07503018231631,"BETABEL ENCHILADO - 60 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,20,,,,,,,id:760,,,,,,1,GRAMOS,"60 gr",,0
762,variation,07503050663476,"BETABEL ENCHILADO - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,210,,,,,,,id:760,,,,,,2,GRAMOS,"1 kg",,0
763,variable,,"CAMOTE NATURAL",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-11-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
764,variation,07503018231624,"CAMOTE NATURAL - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:763,,,,,,1,GRAMOS,"60 gr",,0
765,variation,07503050663469,"CAMOTE NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:763,,,,,,2,GRAMOS,"1 kg",,0
766,variable,,"CAMOTE ENCHILADO",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-10-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
767,variation,07503018231617,"CAMOTE ENCHILADO - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:766,,,,,,1,GRAMOS,"60 gr",,0
768,variation,07503050663452,"CAMOTE ENCHILADO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:766,,,,,,2,GRAMOS,"1 kg",,0
