ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
769,variable,,"JICAMA NATURAL",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-9-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
770,variation,07503018231600,"JICAMA NATURAL - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:769,,,,,,1,GRAMOS,"60 gr",,0
771,variation,07503050663445,"JICAMA NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:769,,,,,,2,GRAMOS,"1 kg",,0
772,variable,,"JICAMA ENCHILADA",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-8-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
773,variation,07503018231594,"JICAMA ENCHILADA - 60 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,20,,,,,,,id:772,,,,,,1,GRAMOS,"60 gr",,0
774,variation,07503050663438,"JICAMA ENCHILADA - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,210,,,,,,,id:772,,,,,,2,GRAMOS,"1 kg",,0
775,variable,,"ZANAHORIA NATURAL",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-7-1.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
776,variation,07503018231587,"ZANAHORIA NATURAL - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:775,,,,,,1,GRAMOS,"60 gr",,0
777,variation,07503050663421,"ZANAHORIA NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:775,,,,,,2,GRAMOS,"1 kg",,0
778,variable,,"ZANAHORIA ENCHILADA",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-6-2.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
779,variation,07503018231570,"ZANAHORIA ENCHILADA - 60 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,,,,id:778,,,,,,1,GRAMOS,"60 gr",,0
780,variation,07503050663414,"ZANAHORIA ENCHILADA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,210,,,,,,,id:778,,,,,,2,GRAMOS,"1 kg",,0
781,variable,,"MALANGA NATURAL",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-5-2.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
782,variation,07503018231563,"MALANGA NATURAL - 60 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,20,,,,,,,id:781,,,,,,1,GRAMOS,"60 gr",,0
783,variation,07503050663407,"MALANGA NATURAL - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,210,,,,,,,id:781,,,,,,2,GRAMOS,"1 kg",,0
784,variable,,"MALANGA ENCHILADA",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"Verduras Deshidratadas",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/02/Delicias-del-campo-prodcutos-4-2.png,,,,,,,,,0,GRAMOS,"60 gr, 1 kg",1,0
785,variation,07503018231556,"MALANGA ENCHILADA - 60 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,20,,,,,,,id:784,,,,,,1,GRAMOS,"60 gr",,0
786,variation,07503050663391,"MALANGA ENCHILADA - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,210,,,,,,,id:784,,,,,,2,GRAMOS,"1 kg",,0
1193,variable,,"FRUTA MIX DESHIDRATADA (MEZCLA)",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/278.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/FRUTA-MIX-DESHIDRATADA-MIX.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1194,variation,07503050663148,"FRUTA MIX DESHIDRATADA (MEZCLA) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,,,,id:1193,,,,,,1,GRAMOS,"200 gr",,0
1195,variation,07503050663988,"FRUTA MIX DESHIDRATADA (MEZCLA) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:1193,,,,,,2,GRAMOS,"1 kg",,0
1197,variable,,TARUGOS,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,0,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/287.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/TARUGOS.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1198,variation,07503050663353,"TARUGOS - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1197,,,,,,1,GRAMOS,"200 gr",,0
1199,variation,07503050668198,"TARUGOS - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1197,,,,,,2,GRAMOS,"1 kg",,0
1201,variable,,"CIRUELA SIN HUES",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/292.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/CIRUELASNG.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1202,variation,07503050663230,"CIRUELA SIN HUES - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:1201,,,,,,1,GRAMOS,"200 gr",,0
1203,variation,07503050668075,"CIRUELA SIN HUES - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:1201,,,,,,2,GRAMOS,"1 kg",,0
1326,variable,,"CIRUELA CON HUESO",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,,"Frutos secos",,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-16.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/CIRUELA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1330,variable,,"GOMA MANGOMITA / TAJIN",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,,Dulces,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-17.png,,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1331,variation,07503050663315,"GOMA MANGOMITA / TAJIN - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1330,,,,,,1,GRAMOS,"200 gr",,0
1332,variation,07503050668150,"GOMA MANGOMITA / TAJIN - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1330,,,,,,2,GRAMOS,"1 kg",,0
1334,variable,,"GOMA ARO DURAZNO",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,,Dulces,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-18.png,,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1335,variation,07503050663377,"GOMA ARO DURAZNO - 200 gr",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,25,,,,,,,id:1334,,,,,,1,GRAMOS,"200 gr",,0
1336,variation,07503050668211,"GOMA ARO DURAZNO - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1334,,,,,,2,GRAMOS,"1 kg",,0
1338,variable,,"GOMA ARO MANZANA",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,0,,,,Dulces,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-19.png,,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1339,variation,07503050663360,"GOMA ARO MANZANA - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1338,,,,,,1,GRAMOS,"200 gr",,0
1340,variation,07503050668204,"GOMA ARO MANZANA - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1338,,,,,,2,GRAMOS,"1 kg",,0
1343,variable,,"PEPITA VERDE FRITA",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,Semillas,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-20.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/PEPITA-VERDE-FRITA.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1344,variation,07503018231877,"PEPITA VERDE FRITA - 200 gr",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,50,,,,,,,id:1343,,,,,,1,GRAMOS,"200 gr",,0
1345,variation,07503050663711,"PEPITA VERDE FRITA - 1 kg",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,220,,,,,,,id:1343,,,,,,2,GRAMOS,"1 kg",,0
1347,variable,,"HABAS ENCHILADAS EN HOJUELAS",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,Semillas,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-21.png,,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1348,variation,07503018231884,"HABAS ENCHILADAS EN HOJUELAS - 200 gr",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,35,,,,,,,id:1347,,,,,,1,GRAMOS,"200 gr",,0
1349,variation,07503050663728,"HABAS ENCHILADAS EN HOJUELAS - 1 kg",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,150,,,,,,,id:1347,,,,,,2,GRAMOS,"1 kg",,0
1497,variable,,"CHURRO PIQUIN",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,Mixes,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/03/Delicias-del-campo-prodcutos-5.png,,,,,,,,,0,GRAMOS,"200 gr, 800 gr",1,0
1498,variation,07503050663087,"CHURRO PIQUIN - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1497,,,,,,1,GRAMOS,"200 gr",,0
1499,variation,07503050663926,"CHURRO PIQUIN - 800 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1497,,,,,,2,GRAMOS,"800 gr",,0
1524,variable,,"PASAS CUBIERTAS DE CHOCOLATE",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,Dulces,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/04/Delicias-del-campo-prodcutos.png,,,,,,,,,0,GRAMOS,"250 gr, 1 kg",1,0
1525,variation,,"PASAS CUBIERTAS DE CHOCOLATE - 250 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1524,,,,,,1,GRAMOS,"250 gr",,0
1526,variation,,"PASAS CUBIERTAS DE CHOCOLATE - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:1524,,,,,,2,GRAMOS,"1 kg",,0
1530,simple,,"CAJA AMARILLA",'-1,0,visible,"<span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">INCLUYE:</span></span></span></span></span>\n<ul>\n 	<li><span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">MANGOMITA 210gr</span></span></span></span></span></li>\n 	<li><span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">SUSPIRO 100 gr</span></span></span></span></span></li>\n 	<li><span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CACAHUATE GARAPIÑADO 140 gr</span></span></span></span></span></li>\n 	<li><span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PISTACHO 100 gr</span></span></span></span></span></li>\n</ul>",,,,taxable,,1,3,,0,0,,,,,0,,,300,"Cajas de regalo",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/04/345-1.png,,,,,,,,,0,Caja,"Sin Promoción, Con promoción",1,0
1543,simple,,"CAJA ROSA CLARO",'-1,0,visible,"<span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;"">INCLUYE:</span>\n<ul>\n 	<li><span style=""font-size: 12px;"">CACAHUATE MANGO 110 GR</span></li>\n 	<li><span style=""font-size: 12px;"">NUEZ DE A INDIA 125 GR</span></li>\n 	<li><span style=""font-size: 12px;"">PISTACHE NATURAL 100 GR</span></li>\n 	<li><span style=""font-size: 12px;"">NUEZ MITAD 110 GR</span></li>\n</ul>",,,,taxable,,1,10,,0,0,,,,,0,,,320,"Cajas de regalo",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/04/346.png,,,,,,,,,0,Caja,"Sin Promoción, Con Promoción",1,0
1546,simple,,"CAJA ROSA FIUSHA",'-1,0,visible,"<span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;"">INCLUYE:</span>\n<ul>\n 	<li><span style=""font-size: 12px;"">CACAHUATE ESPAÑOL 125 GR</span></li>\n 	<li><span style=""font-size: 12px;"">PIÑA ENCHILADA 250 GR</span></li>\n 	<li><span style=""font-size: 12px;"">PISTACHE NATURAL 100 GR</span></li>\n 	<li><span style=""font-size: 12px;"">NUEZ CUBIERTA CON CHOCOLATE 170 GR</span></li>\n</ul>",,,,taxable,,1,3,,0,0,,,,,0,,,350,"Cajas de regalo",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/04/347.png,,,,,,,,,0,Caja,"Sin Promoción, Con Promoción",1,0
1549,simple,,"CAJA LILA",'-1,0,visible,"<span class=""OYPEnA text-decoration-none text-strikethrough-none"" style=""font-size: 12px;"">INCLUYE:</span>\n<ul>\n 	<li><span style=""font-size: 12px;"">CACAHUATE MANGO 110 GR</span></li>\n 	<li><span style=""font-size: 12px;"">NUEZ GARAPIÑADA 130 GR</span></li>\n 	<li><span style=""font-size: 12px;"">PASA CUBIERTO DE CHOCOLATE 160 GR</span></li>\n 	<li><span style=""font-size: 12px;"">PISTACHE NATURAL 100 GR</span></li>\n</ul>",,,,taxable,,1,1,,0,0,,,,,0,,,280,"Cajas de regalo",,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/04/348.png,,,,,,,,,0,Caja,"Sin Promoción, Con promoción",1,0
1595,simple,,"Canasta delicias",1,0,visible,"La Canasta Delicia contiene:\n<ul>\n 	<li>250 gr | CACAHUATE JAPONES C/QUESO CHEDAR</li>\n 	<li>250 gr | CHURRO PIQUIN</li>\n 	<li>250 gr | GOMA ARO MANZANA</li>\n 	<li>250 gr | NUEZ EN MITADES</li>\n 	<li>250 gr | PLATANO NATURAL (HORNEADO)</li>\n 	<li>250 gr | GOMA DE CHILE CON CHAMOY</li>\n</ul>","La Canasta Delicia contiene:\n<ul>\n 	<li>250 gr | CACAHUATE JAPONES C/QUESO CHEDAR</li>\n 	<li>250 gr | CHURRO PIQUIN</li>\n 	<li>250 gr | GOMA ARO MANZANA</li>\n 	<li>250 gr | NUEZ EN MITADES</li>\n 	<li>250 gr | PLATANO NATURAL (HORNEADO)</li>\n 	<li>250 gr | GOMA DE CHILE CON CHAMOY</li>\n</ul>",,,taxable,,1,10,,0,0,,,,,1,,,250,Canasta,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/05/Delicias-Cnasta-1.png,,,,,,,,,0,,,,
1611,simple,,"Canasta delicias Paquete 2",1,0,visible,"&nbsp;\n\nLa Canasta Delicia 2 contiene:\n\n250 gr CACAHUATE GARAPIÑADO\n250 gr CACAHUATE JAPONES C/QUESO CHEDAR\n250 gr GOMA ACIDITA (FRUTITAS)\n250 gr OREJON DE MANZANA DESHIDRATADA\n250 gr CAMOTE ENCHILADO\n250 gr CACAHUATE ENCHILADO\n250 gr CHICHARO ENCHILADO","La Canasta Delicia 2 contiene:\n\n250 gr CACAHUATE GARAPIÑADO\n250 gr CACAHUATE JAPONES C/QUESO CHEDAR\n250 gr GOMA ACIDITA (FRUTITAS)\n250 gr OREJON DE MANZANA DESHIDRATADA\n250 gr CAMOTE ENCHILADO\n250 gr CACAHUATE ENCHILADO\n250 gr CHICHARO ENCHILADO",,,taxable,,1,10,,0,0,,,,,1,,,250,Canasta,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/05/Canaste-2.png,,,,,,,,,0,,,,
1612,simple,,"Canasta delicias Paquete 3",1,0,visible,"La Canasta Delicia 3 contiene:\n\n250 g NUEZ CON CHOCOLATE\n250 g ZANAHORIA ENCHILADA\n250 g GOMA MORITAS\n250 g PLATANO ENCHILADO (HORNEADO)\n250 g CACAHUATE JAPONES CON CHIPOTLE\n250 g GOMA ROMPOPE\n250 g CACAHUATE GARAP/AJONJOLI","La Canasta Delicia 3 contiene:\n<ul>\n 	<li>250 g NUEZ CON CHOCOLATE</li>\n 	<li>250 g ZANAHORIA ENCHILADA</li>\n 	<li>250 g GOMA MORITAS</li>\n 	<li>250 g PLATANO ENCHILADO (HORNEADO)</li>\n 	<li>250 g CACAHUATE JAPONES CON CHIPOTLE</li>\n 	<li>250 g GOMA ROMPOPE</li>\n 	<li>250 g CACAHUATE GARAP/AJONJOLI</li>\n</ul>",,,taxable,,1,10,,0,0,,,,,1,,,250,Canasta,,,http://lasdeliciasdelcampo.com/wp-content/uploads/2024/05/Canasta-3.png,,,,,,,,,0,,,,
1621,variation,,"CIRUELA CON HUESO - 200 gr",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,25,,,,,,,id:1326,,,,,,1,GRAMOS,"200 gr",,0
1622,variation,,"CIRUELA CON HUESO - 1 kg",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,120,,,,,,,id:1326,,,,,,2,GRAMOS,"1 kg",,0
1660,variable,,"Almendra con chocolate (Nueva Presentación)",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/7.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3076-Photoroom.png",,,,,,,,,0,GRAMOS,"250 gr, 1 kg",1,0
1661,variation,07503050663360-1,"Almendra con chocolate (Nueva Presentación) - 250 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,116,,,,,,,id:1660,,,,,,1,GRAMOS,"250 gr",,0
1662,variation,07503050668204-1,"Almendra con chocolate (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,464,,,,,,,id:1660,,,,,,2,GRAMOS,"1 kg",,0
1664,variable,,"Almendra con Matcha (Nueva Presentación)",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/9.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3085-Photoroom.png",,,,,,,,,0,GRAMOS,"250 gr, 1 kg",1,0
1665,variation,07503050663360-1-1,"Almendra con Matcha (Nueva Presentación) - 250 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,116,,,,,,,id:1664,,,,,,1,GRAMOS,"250 gr",,0
1666,variation,07503050668204-1-1,"Almendra con Matcha (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,464,,,,,,,id:1664,,,,,,2,GRAMOS,"1 kg",,0
1668,variable,,"Goma de piña 3D (Nueva Presentación)",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/12.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3089-Photoroom.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1669,variation,07503050663360-1-1-1,"Goma de piña 3D (Nueva Presentación) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:1668,,,,,,1,GRAMOS,"200 gr",,0
1670,variation,07503050668204-1-1-1,"Goma de piña 3D (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,180,,,,,,,id:1668,,,,,,2,GRAMOS,"1 kg",,0
1672,variable,,"Goma de Durazno 3D (Nueva Presentación)",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/2.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3086-Photoroom.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1673,variation,07503050663360-1-1-1-1,"Goma de Durazno 3D (Nueva Presentación) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:1672,,,,,,1,GRAMOS,"200 gr",,0
1674,variation,07503050668204-1-1-1-1,"Goma de Durazno 3D (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,180,,,,,,,id:1672,,,,,,2,GRAMOS,"1 kg",,0
1676,variable,,"Lombriz Acidita  (Nueva Presentación)",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/4.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3099-Photoroom.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1677,variation,07503050663360-1-1-1-1-1,"Lombriz Acidita  (Nueva Presentación) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1676,,,,,,1,GRAMOS,"200 gr",,0
1678,variation,07503050668204-1-1-1-1-1,"Lombriz Acidita  (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1676,,,,,,2,GRAMOS,"1 kg",,0
1680,variable,,"Goma de tiburón   (Nueva Presentación)",1,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/5.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3092-Photoroom.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1681,variation,07503050663360-1-1-1-1-1-1,"Goma de tiburón   (Nueva Presentación)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:1680,,,,,,1,GRAMOS,,,0
1682,variation,07503050668204-1-1-1-1-1-1,"Goma de tiburón   (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,180,,,,,,,id:1680,,,,,,2,GRAMOS,"1 kg",,0
1684,variable,,"Goma de Lombriz (Nueva Presentación)",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,Dulces,,,"http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/8.png, http://lasdeliciasdelcampo.com/wp-content/uploads/2024/06/IMG_3100-Photoroom.png",,,,,,,,,0,GRAMOS,"200 gr, 1 kg",1,0
1685,variation,07503050663360-1-1-1-1-1-1-1,"Goma de Lombriz (Nueva Presentación) - 200 gr",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,,,,id:1684,,,,,,1,GRAMOS,"200 gr",,0
1686,variation,07503050668204-1-1-1-1-1-1-1,"Goma de Lombriz (Nueva Presentación) - 1 kg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1684,,,,,,2,GRAMOS,"1 kg",,0
